Easting	Northing
316802.25	6088875.47
317004.54	6088712.9
316970.62	6088806.54
316875.61	6088926.01
316965.36	6088716.77
316953.34	6088936.47
316990.3	6088943.88
317019.67	6088840.83
316974.05	6088781.09
316881.05	6088891.16
316839.65	6088950.36
317007.2	6088818.94
316912.57	6088951.29
316895.8	6088773.95
316876.19	6088951.54
316846.32	6088877.14
317026.06	6088898
316913.73	6088894.05
316874.95	6088900.47
316883.94	6088918.97
316846.38	6088874.15
317021.12	6088948.5
316882.48	6088865.78
316846.3	6088882.8
316874.7	6088894.7
316874.94	6088892.15
316846.35	6088956.49
316896.94	6088717.93
316897.6	6088828.8
316939.1	6088719.79
317010.44	6088713.47
316882.26	6088948.12
316965.58	6088719.32
316897.19	6088817.81
316866.65	6088718.42
316860.71	6088719.63
317013.26	6088807.3
316795.2	6088730.29
316882.95	6088887.43
316824.8	6088719.46
316883.78	6088913.75
316876.97	6088872.88
316919.31	6088901.49
316846.71	6088894.13
316984.43	6088941.54
316992.32	6088799.43
317006.35	6088869.96
316797.73	6088945.51
317007.05	6088902.6
316992.39	6088796.11
316796.71	6088906.2
317007.77	6088921.04
316797.39	6088935.29
316797.68	6088943.4
317033.01	6088730.68
317007.53	6088914.82
317007.01	6088904.6
317006.21	6088867.63
317007.34	6088910.49
316900.73	6088952.15
316784.06	6088763.57
317007.48	6088912.71
316992.53	6088802.77
317006.91	6088896.28
316990.4	6088715.06
317007.67	6088916.82
317013.33	6088920.26
316797.72	6088941.4
316796.95	6088916.75
317007.91	6088927.15
316783.93	6088761.35
316794.99	6088834.48
317006.48	6088872.41
317013.97	6088942.25
316800.04	6088944
316994.01	6088751.97
316797.3	6088931.19
316783.65	6088752.8
316797.05	6088920.86
316796.9	6088914.75
316800.18	6088946.11
317007.62	6088919.04
316992.18	6088793
316797.2	6088927.19
317007.93	6088935.47
316885.32	6088730.34
317013.72	6088932.48
317012.87	6088898.06
316797.44	6088937.29
317010.53	6088941.51
316792.1	6088940.51
316774.27	6088744.29
317005.88	6088857.19
316797.15	6088929.18
316797.19	6088923.08
316796.46	6088896.1
317012.83	6088895.84
316773.83	6088734.51
316795.05	6088965.43
317013.41	6088925.26
316796.76	6088912.75
316781.09	6088779.94
316902.88	6088962.63
316779.39	6088716.31
317008.44	6088865.46
316797.4	6088939.4
317007.97	6088937.69
316797.15	6088925.08
316865.42	6088904.27
317014.02	6088939.92
317013.08	6088905.61
316792.48	6088957.72
317012.7	6088893.29
316796.66	6088904.21
317013.85	6088935.03
317007.87	6088929.36
317013.38	6088913.05
317013.03	6088908.05
316919.23	6088735.47
316795.27	6088842.81
317006.17	6088865.19
316992.92	6088725.32
316794.69	6088960.98
317007.2	6088908.71
317013.38	6088917.82
316810.46	6088708.96
316780.28	6088752.95
316773.61	6088732.07
317007.97	6088933.47
317006.81	6088892.17
317013.07	6088910.61
316791.97	6088938.18
317006.91	6088900.38
316796.58	6088908.31
316798.06	6088951.73
316816.2	6088708.52
316870.38	6088950.87
316865.38	6088901.39
316849.9	6088773.01
316918.94	6088718.6
317005.74	6088854.97
316902.5	6088945.75
317013.34	6088915.49
317005.55	6088850.97
316781.05	6088782.04
316992.97	6088722.66
316780.56	6088761.28
316871.05	6088891.29
316865.1	6088892.84
317000.54	6088766.53
316781.7	6088817.01
317008.49	6088952.57
316865.83	6088924.26
317005.35	6088838.54
316791.57	6088930.96
316882.35	6088715.41
316882.07	6088706.75
317006.86	6088898.27
316781.05	6088777.71
317013	6088900.62
316798.3	6088957.73
316885.52	6088738.45
316902.03	6088923.88
317012.24	6088871.08
316796.56	6088900.1
316796.32	6088890
316865.54	6088907.05
317001.31	6088795.73
316796.4	6088885.67
317013.8	6088937.47
316790.6	6088889.32
316919.97	6088766.34
316919.45	6088738.36
316775.51	6088795.36
317006.64	6088887.17
316850.85	6088815.64
317005.45	6088846.86
317012.56	6088890.84
316902.05	6088932.1
316902.26	6088934.87
316999.73	6088734.67
316903.55	6088835.58
317012.41	6088876.08
316783.59	6088746.58
316882.23	6088712.64
316791.75	6088935.73
316791.2	6088908.76
316819.59	6088765.4
316866.55	6088946.91
316796.81	6088910.53
316920.36	6088782.77
317006.58	6088889.83
317005.39	6088836.54
316974.78	6088955.32
316775.34	6088780.93
316795.27	6088838.71
316775.79	6088812.45
316796.42	6088893.99
316970.62	6088905.3
316993.4	6088737.53
316783.69	6088750.8
316919.29	6088732.7
316973.27	6088900.03
317028.99	6088816.49
316791.61	6088933.29
316796.52	6088902.21
317011.17	6088833.89
317010.78	6088951.51
316782.76	6088729.48
317005.6	6088848.86
316776.09	6088824.67
317012.07	6088866.09
317016.66	6088957.84
316795.23	6088840.7
317005.25	6088834.43
317013.13	6088903.28
317013.46	6088922.82
316864.88	6088881.51
316866.49	6088949.68
317005.4	6088840.54
317008.07	6088941.8
317029.79	6088723.29
316992.75	6088720.43
316866.42	6088944.13
316919.06	6088721.6
317000.62	6088771.31
316919.85	6088763.34
316855.33	6088738.39
316866.05	6088935.58
316919.67	6088749.46
316779.99	6088744.85
317005.12	6088832.21
317016.71	6088955.29
316866.04	6088927.04
317014.11	6088944.69
317000.37	6088761.65
316791.33	6088911.31
316774.65	6088761.38
316969.89	6088883.09
316774.35	6088749.17
316882.58	6088726.74
316888.25	6088707.21
316792.23	6088943.18
316922.11	6088786.35
317009.17	6088887.67
317000.53	6088776.08
317009.79	6088924.3
317027.9	6088780.52
316901.39	6088901.57
316957.84	6088773.43
316882.73	6088732.51
316999.52	6088727.23
316902.39	6088937.65
316791.03	6088903.87
316774.66	6088756.5
317032.28	6088703.7
316882.46	6088723.74
316882.39	6088718.19
316795.58	6088859.24
317006.76	6088894.39
317005.89	6088861.3
316919.62	6088752.24
316773.58	6088720.08
317013.77	6088930.04
316888.4	6088712.98
316779.73	6088730.75
316782.23	6088831.23
316959.93	6088706.12
316969.83	6088885.87
317012.17	6088861.2
316919.04	6088727.14
317008.52	6088875.22
316780.13	6088746.85
317005.11	6088828.21
316850.34	6088795.77
316865.76	6088918.6
316958.53	6088792.98
316819.44	6088759.08
316897.67	6088847.67
316918.59	6088713.26
316864.8	6088889.83
316919.34	6088729.93
316963.51	6088749.47
316887.12	6088794.19
316783.78	6088755.02
316780.23	6088750.95
317012.54	6088878.41
316891.4	6088740.23
316919.91	6088769.11
317016.17	6088932.86
316780.52	6088763.28
316780.77	6088773.71
316891.33	6088734.68
316774.6	6088763.71
316795.97	6088875.56
316795.97	6088871.23
316902.65	6088951.53
316832.65	6088883.3
317027.69	6088768.53
317016.03	6088930.53
316865.67	6088909.83
317007.15	6088906.6
317006.38	6088877.4
317012.11	6088868.64
316782.99	6088731.7
316882.79	6088729.74
316886.32	6088766.43
316919.95	6088771.88
317009.71	6088919.3
316920.77	6088794.1
316796.46	6088892
316784.7	6088803.87
316866.62	6088952.57
316888.53	6088715.76
317010.66	6088948.84
316855.77	6088752.49
317010.96	6088956.28
316968.55	6088837.01
316791.63	6088928.3
316955.06	6088744.3
316796.17	6088883.67
316779.98	6088740.74
316885.56	6088741.22
316885.86	6088744
317000.3	6088751.55
317010.83	6088953.84
316791.28	6088913.86
317000.6	6088759.1
317000.49	6088768.86
317009.31	6088890
317005.68	6088844.87
316973.25	6088896.7
316774.71	6088754.17
316774.05	6088741.73
316887.57	6088816.5
316776.35	6088829.66
316919.74	6088755.01
316774.22	6088746.73
316920.3	6088785.54
316774.96	6088768.71
316866.53	6088961.11
316922.22	6088789.69
316792.49	6088952.73
316774.7	6088758.94
316795.13	6088836.48
316856.12	6088766.7
316992.44	6088712.88
316969.64	6088877.54
316979.52	6088901.49
317016.36	6088945.52
316865.13	6088895.83
316919.51	6088744.13
316919.57	6088741.14
316795.23	6088844.81
317032.87	6088728.35
316852.75	6088730.9
316872.43	6088939.37
316901.63	6088912.45
316833.58	6088833.16
316791.27	6088923.52
316789.77	6088867.45
317007.83	6088931.47
316999.52	6088722.68
316940.12	6088871.06
317012.37	6088873.64
316963.28	6088743.03
316971.97	6088847.85
317011.78	6088848.66
317009.93	6088926.63
317029.27	6088704.42
316885.27	6088733.12
316921.92	6088773.26
316856.5	6088783.58
316865.7	6088912.6
317014.84	6088886.12
316888.94	6088727.09
316971.99	6088850.96
316791.31	6088926.07
316779.94	6088742.74
316781.7	6088812.91
316999.65	6088729.67
316924.68	6088727.04
316935.67	6088915.36
317036.85	6088756.28
316780.91	6088775.71
317005.84	6088859.3
316885.4	6088735.67
316816.59	6088733.94
316995.71	6088825.25
316829.7	6088911.76
316920.01	6088777.43
316918.81	6088715.82
316994.3	6088769.29
317010.57	6088944.07
316794.35	6088932.79
316902.99	6088957.08
317032.31	6088711.14
316817.72	6088776.46
316891.27	6088737.46
316999.68	6088737.11
317000.34	6088754.1
317016.29	6088940.3
316864.31	6088864.52
316886.48	6088771.98
316901.92	6088929.32
316872.56	6088942.15
316994.33	6088776.5
316864.81	6088875.96
316924.93	6088723.71
316888.65	6088718.76
316921.99	6088783.02
317006.5	6088884.84
316779.88	6088736.63
317006.43	6088874.85
317008.11	6088939.8
316792.44	6088955.17
316800.43	6088965.1
316972.56	6088876.93
316850.87	6088809.87
316855.21	6088735.39
316889.38	6088749.85
316993.79	6088749.53
316851.19	6088821.31
316781.25	6088790.37
317005.78	6088852.97
316920.52	6088788.32
316960.49	6088732.54
316994.25	6088771.73
316836.13	6088944.74
316795.44	6088857.02
316855.71	6088755.26
316964.62	6088788.66
316979.2	6088894.82
316774.39	6088751.72
316799.49	6088912.92
316775.41	6088800.24
317009.46	6088909.42
317029.92	6088726.07
316935.52	6088829.02
316973.01	6088890.26
317013.54	6088927.7
317010.5	6088934.08
316970.33	6088896.97
316856.66	6088798.01
316920.8	6088796.87
316774.91	6088771.15
317005.06	6088830.21
316999.6	6088732.11
316970.56	6088907.97
316796.25	6088879.56
317008.35	6088950.35
316884.86	6088820.33
316796.42	6088898.1
317032.74	6088725.91
316942.19	6088952.44
316781.75	6088814.9
316887.35	6088805.29
316775.71	6088807.46
316969.86	6088888.64
316885.84	6088749.77
316792.56	6088859.96
317031.16	6088781.03
316862.95	6088891.35
316961.62	6088766.3
317000.47	6088756.54
317008.23	6088858.02
317008.5	6088862.79
316784.11	6088765.57
316855.61	6088746.94
316885.1	6088826.11
316906.56	6088947.17
316791.32	6088921.08
317006.37	6088882.39
317033.73	6088753.11
316830.21	6088944.84
316855.84	6088758.15
316924.88	6088730.37
316972.81	6088886.93
316999.91	6088739.33
317016.15	6088937.86
316970.4	6088902.52
316819.73	6088767.4
316791.23	6088916.3
316902.42	6088940.43
316784.36	6088784.88
316883.58	6088758.05
316975.77	6088852.92
316792.41	6088947.95
317028.86	6088814.05
316794.31	6088934.9
316794.54	6088945.78
316863.58	6088922.77
316886.35	6088769.2
316964.67	6088795.21
317029.5	6088715.08
316796.36	6088887.78
317034.35	6088790.08
316902.43	6088948.75
316918.47	6088710.27
316775.58	6088805.01
316775.97	6088817.23
317000.32	6088764.09
316938.17	6088926.73
316774.92	6088766.16
316891.43	6088743.01
316941.35	6088913.47
316972.76	6088880.27
316775.21	6088778.37
317008.21	6088944.02
316857.82	6088826.11
316892.48	6088789.97
316968.55	6088850.55
316885.89	6088747
316920.2	6088714.74
316794.35	6088928.35
316821.39	6088828.69
316829.75	6088922.86
316955.04	6088741.19
316979.4	6088898.16
317008.82	6088882.67
317016.12	6088935.3
316836.46	6088964.16
316781.99	6088821.01
316782.27	6088829.23
317030.61	6088759.15
316939.37	6088831.87
316976.48	6088885.11
317012.62	6088883.41
317001.36	6088793.18
316919.68	6088758.01
316782.13	6088827.12
316783.55	6088744.36
316850.9	6088812.87
316970.45	6088899.97
316850.3	6088784.34
316908.61	6088926.79
317010.59	6088938.85
316848.01	6088772.09
316964.22	6088772.45
316780.42	6088754.95
317014.99	6088883.46
316820.72	6088799.27
316901.59	6088909.67
316998.87	6088826.42
316789.49	6088845.47
316999.48	6088724.9
317000.17	6088749.1
317030.55	6088761.93
316850.02	6088775.79
316856.63	6088795.01
316869.75	6088834.45
316933.65	6088835.75
317034.27	6088785.08
316970.9	6088913.52
316783.79	6088759.13
316812.02	6088779.9
316960.23	6088722.77
316975.33	6088829.94
316795.73	6088865.35
316919.89	6088774.66
316977.37	6088930.85
317010.28	6088931.63
316902.37	6088943.2
317010.02	6088921.86
316821	6088807.6
316886.25	6088760.88
316776.1	6088819.78
316795.93	6088873.34
316781.59	6088800.47
316891.31	6088726.58
316775.27	6088797.79
316888.69	6088721.53
316960.73	6088742.75
316781.01	6088784.04
317007.72	6088833.82
316902.96	6088954.31
316926.57	6088714.65
317006.33	6088879.84
316849.13	6088739.04
316775.29	6088783.37
316780.56	6088757.06
317008.26	6088946.02
316866.39	6088941.14
316919.09	6088724.37
316973.13	6088893.37
316978.17	6088855.96
316794.46	6088949.99
316821.15	6088818.15
316791.16	6088906.31
316773.78	6088737.06
316795.87	6088867.35
316794.83	6088963.21
316939.56	6088844.97
316928.7	6088806.46
316891.26	6088729.13
317016.41	6088947.85
316882.86	6088735.29
316873.06	6088962.13
316925.75	6088750.36
316782.03	6088819.02
316889.89	6088769.61
316892.12	6088776.09
317010.33	6088929.08
316928.2	6088764.06
316993.36	6088735.09
317000.57	6088773.75
316921.15	6088824.62
316970.97	6088919.07
316835.99	6088942.51
316849.58	6088761.58
316941.91	6088939.56
316790.55	6088891.65
317012.66	6088886.07
317016.01	6088918.1
317038.52	6088821.79
316996.22	6088706.08
316848.66	6088807.06
316866.11	6088932.81
316892.18	6088773.32
316994.55	6088779.17
316996.25	6088709.29
317008.74	6088877.67
316887.22	6088802.51
316792.36	6088950.39
316790.9	6088901.31
316850.62	6088804.32
316890.9	6088809.25
316891.37	6088723.81
316961.19	6088756.08
316920.14	6088780.21
316921.27	6088747.17
316974.53	6088958.65
316780.02	6088738.74
317010.71	6088946.29
317015.75	6088912.88
316864.19	6088861.75
316919.72	6088760.78
316974.03	6088916.47
316850.09	6088781.56
316887.09	6088799.74
316962.3	6088786.4
316903.77	6088851.79
316972.7	6088883.6
316864.25	6088858.97
316918.53	6088707.49
316792.18	6088945.51
316969.76	6088880.32
316890.81	6088715.47
316828.87	6088885.66
316887.89	6088827.61
316928.77	6088803.14
316976.44	6088878.46
316972.11	6088854.29
316960.6	6088736.09
316919.55	6088746.69
316921.59	6088753.61
317034.22	6088787.52
316871.27	6088902.62
316832.8	6088898.06
316960.28	6088729.2
316977.46	6088917.65
316969.42	6088874.76
316970.39	6088894.09
316784.84	6088805.98
316799.64	6088927.79
316790.29	6088886.88
316968.95	6088853.34
316884.54	6088809.12
316968.72	6088828.69
316856.57	6088789.24
317033.26	6088740.68
317032.67	6088715.92
316922.36	6088796.13
316779.78	6088728.53
317030.41	6088750.83
316818.48	6088797.56
316926.84	6088790.56
316976.55	6088881.79
316964.6	6088785.33
316783.27	6088740.03
316850.47	6088798.55
316792.61	6088857.74
316851.19	6088830.08
316958.23	6088789.86
317032.23	6088706.14
316834.74	6088887.78
316921.61	6088756.94
316965.26	6088824.41
316780.51	6088759.28
316849.22	6088828.71
316848.48	6088798.17
316856.45	6088786.35
317000.22	6088746.66
316962.81	6088806.38
317005.54	6088842.65
317015.01	6088891.11
316882.95	6088743.94
316887.15	6088796.96
316996.75	6088729.06
317011.65	6088846.21
317032.54	6088713.47
316921.78	6088766.71
316863.53	6088925.54
316865.64	6088915.6
316884.29	6088803.34
316775.54	6088802.57
316776.4	6088832
316829.39	6088909.53
316963.53	6088752.8
316922.66	6088812.67
317011.09	6088829
317016.67	6088952.74
317033.84	6088770.32
316819.11	6088752.85
316820.71	6088795.06
316848.62	6088809.05
316833.53	6088835.38
316887.63	6088813.73
316941.47	6088831.47
316869.82	6088933.66
316864.34	6088867.52
316815.43	6088831.13
316864.93	6088878.74
316892.37	6088781.64
316900.43	6088868.25
316935.45	6088832.35
316870.03	6088843
316973.89	6088923.01
316974.52	6088945.78
316775.55	6088793.03
316993.53	6088739.87
317007.59	6088831.15
317008.36	6088860.46
317033.89	6088767.88
316970.78	6088910.74
316884.6	6088806.12
316865.89	6088921.37
317008.48	6088867.79
317029.34	6088709.75
316794.59	6088952.21
316957.63	6088770.21
316963.25	6088739.81
316789.19	6088838.03
317012.61	6088888.62
317011.71	6088838.89
316852.29	6088709.14
316855.23	6088729.84
316856.35	6088777.8
316866.59	6088958.12
316780.27	6088748.85
316813.41	6088823.21
316821.57	6088824.48
316828.31	6088859.35
316891.2	6088731.91
316779.65	6088734.63
317014.88	6088888.67
317029.56	6088712.52
316848.05	6088769.87
316853.21	6088752.99
316850.15	6088778.57
316920.75	6088799.64
316960.44	6088725.88
316962.87	6088713.94
316964.74	6088791.99
316849.3	6088753.25
316872.77	6088953.81
317009.04	6088885
317016.54	6088950.29
316960.85	6088745.86
316783.31	6088738.03
316854.19	6088785.53
316925.93	6088763.91
316791.18	6088918.74
316865.99	6088929.81
316899.59	6088900.97
317000.04	6088741.66
317015.86	6088925.53
316927.44	6088823.97
316784.3	6088774.12
316821.34	6088822.26
316780.62	6088767.39
316780.97	6088786.04
316836.41	6088953.29
316850.97	6088818.53
316892.37	6088759.67
316789.88	6088857.68
317011.55	6088851.2
316957.32	6088821.14
316814.99	6088808.03
316819.01	6088744.53
316928.96	6088816.23
316973.57	6088903.14
316888.63	6088724.42
316921.98	6088770.04
316882.51	6088721.19
316886.95	6088780.09
317015.15	6088893.45
316968.75	6088831.69
316821.2	6088815.93
316965.18	6088814.64
316996.54	6088725.95
317010.45	6088936.52
317026.52	6088727.78
316818.82	6088736.2
316962.37	6088783.07
317031.69	6088800.01
316855.46	6088741.17
316885.11	6088727.56
316925.95	6088753.92
316979.8	6088914.59
316785.46	6088829.29
316792.28	6088851.41
316812.25	6088790.56
316886.61	6088774.54
316924.61	6088716.83
316922.43	6088806
316996.18	6088712.73
317016.42	6088942.85
317030.07	6088745.49
316968.61	6088834.24
316819.25	6088754.86
316899.17	6088831.94
316928	6088773.94
317033.38	6088748.11
316922.55	6088809.33
316958.04	6088776.77
316965.3	6088817.97
316870.04	6088945.09
316891.56	6088745.78
316993.14	6088727.65
316816.47	6088712.85
316816.33	6088710.74
316818.73	6088740.2
316848.43	6088800.39
316857.86	6088828.66
316921.29	6088750.27
316780.66	6088765.39
317001.73	6088815.16
316958.47	6088796.19
316995.03	6088791.39
317008.69	6088880
317030.14	6088737.28
316792.72	6088878.94
316794.5	6088943.56
316933.72	6088832.64
316928.2	6088777.27
316928.34	6088783.71
316955.86	6088767.95
316957.31	6088763.77
316972.44	6088873.6
317028.6	6088804.39
317030.95	6088778.25
316830.03	6088931.52
316886.64	6088777.53
316975.54	6088833.16
316781.54	6088798.48
316995.08	6088788.95
316886.2	6088763.43
316776.23	6088827
317032.36	6088708.7
316820.67	6088797.05
316927.3	6088741.18
316928.65	6088799.8
317009.08	6088892.21
316866.65	6088955.35
316924.68	6088713.5
316964.11	6088769.12
316997.2	6088751.82
316790.24	6088884.43
316773.66	6088729.74
316854.7	6088715.63
316924.38	6088710.16
316976.23	6088875.34
316773.73	6088739.5
317029.67	6088720.52
316964.3	6088782.22
316794.4	6088930.57
316797.81	6088847.63
316850.31	6088792.88
316923.06	6088828.88
316962.69	6088802.94
317037.93	6088806.13
316901.91	6088921
317006.03	6088863.3
317036.45	6088753.72
316819.52	6088831.43
316883.52	6088760.93
316900.72	6088876.69
316976.17	6088869.02
316979.54	6088904.82
316925.2	6088737.26
316936.74	6088939.02
316927	6088724.64
317009.21	6088894.88
317028.34	6088794.84
316784.45	6088789.1
316829.1	6088896.54
316960.53	6088739.42
317035.79	6088732.4
316968.77	6088839.79
316783.73	6088748.81
316862.74	6088888.35
316848.83	6088736.04
316857.41	6088814.78
316882.1	6088709.75
316927.44	6088747.85
316935.59	6088839.01
316962.01	6088769.63
316975.92	6088859.25
317028.76	6088819.04
317028.65	6088802.06
316964.75	6088804.76
317011.81	6088856.2
317031.4	6088791.68
316773.71	6088727.3
316962.76	6088723.6
317031.36	6088789.13
316883.01	6088741.17
316872.9	6088956.58
316898.37	6088858
316995.66	6088827.58
316849.17	6088826.49
316857.19	6088803.57
316973.5	6088906.47
316939.81	6088854.74
316775.85	6088809.79
316884.7	6088716.46
316935.97	6088918.69
317025.88	6088705.57
317029.4	6088706.97
316970.85	6088916.29
316869.87	6088837.45
316936.09	6088859.1
316781.11	6088788.15
316993.84	6088747.09
316848.52	6088795.96
316849.74	6088767.35
316856	6088763.7
316863.4	6088833.21
316922.3	6088799.45
316789.1	6088833.25
317026.57	6088725.45
316783.59	6088742.14
316792.05	6088844.97
316814.85	6088806.03
316821.24	6088813.93
316925.88	6088757.25
316928.72	6088809.79
317035.79	6088719.09
316848.6	6088724.94
316848.67	6088730.49
316872.68	6088945.15
316892.06	6088756.89
316856.97	6088800.79
316924.99	6088733.92
317030.2	6088748.05
316971.6	6088946.38
317013.67	6088831.72
316814.42	6088791.16
316828.83	6088887.88
316836.22	6088949.07
316886.03	6088758.1
316935.97	6088855.99
316962.51	6088789.62
316792.14	6088849.18
316821.14	6088809.6
316836.36	6088955.51
316870.77	6088882.63
316958.67	6088799.53
316795.19	6088846.8
316994.2	6088774.17
316970.17	6088891.42
316778.53	6088794.2
317026.69	6088732.66
317014.48	6088863.69
316886.09	6088755.33
316926	6088760.58
316922.92	6088822.44
316884.57	6088811.89
316921.66	6088763.37
316958.87	6088812.29
316977.75	6088836.09
316775.43	6088785.59
316999.25	6088718.01
316792.33	6088853.4
316976.15	6088865.69
316993.76	6088742.31
317030.71	6088767.48
316978.71	6088878.5
317012.49	6088881.08
317009.81	6088914.31
317027.35	6088754.09
317015.9	6088927.86
316940.84	6088893.82
317011.68	6088853.65
317035.24	6088822.17
317035.92	6088735.18
316782.84	6088716.61
316811.87	6088764.91
316828.41	6088957.34
316849.11	6088744.59
316855.74	6088749.72
316866.27	6088938.36
316872.83	6088950.92
316900.56	6088871.03
316781.5	6088804.8
316784.35	6088771.9
316829.66	6088918.53
316963.14	6088736.48
316964.86	6088808.09
317027.77	6088778.18
317030.84	6088770.03
316963.4	6088826.37
316963.21	6088746.13
316980.23	6088924.36
316819.06	6088746.53
316846.85	6088730.45
316855.96	6088760.93
316942.07	6088936.24
316781.39	6088796.48
317011.7	6088843.88
316855.17	6088732.62
317011.75	6088841.44
316993.28	6088730.1
316829.05	6088890.11
316892.94	6088798.3
317015.88	6088915.55
316926.7	6088783.9
316976.85	6088898.22
317028.51	6088799.62
316927.33	6088744.29
316956.11	6088777.95
317014.23	6088951.91
316794.27	6088937.12
316829.98	6088933.74
316856.47	6088780.8
316884.99	6088724.57
316928.89	6088819.56
316936.47	6088876.31
316961.42	6088762.74
316869.78	6088930.88
316935.21	6088888.94
316979.77	6088911.26
316820.61	6088790.95
316864.82	6088884.29
316935.47	6088835.68
316993.34	6088825.53
317026.26	6088718.01
316829.84	6088927.3
316850.42	6088787.34
316883.17	6088746.72
316928.64	6088787.04
316996.88	6088745.15
316996.99	6088735.39
317033.68	6088755.66
316792.18	6088847.19
316818.98	6088750.63
316900.95	6088887.8
316781.99	6088825.12
317011.93	6088863.64
317027.94	6088782.96
316968.84	6088845.23
316851.13	6088824.31
316883.24	6088752.05
316956.3	6088714.92
316977.98	6088842.75
316800.08	6088942.01
316831	6088964.5
316834.78	6088885.56
316922.24	6088779.92
316975.66	6088849.37
316991.22	6088750.59
316789.24	6088835.59
317028.47	6088797.17
317034.83	6088802.3
316813.89	6088772.5
316854.33	6088787.75
316781.74	6088810.91
316892.98	6088801.08
316899.51	6088837.5
316994.09	6088756.97
317034.78	6088799.96
316848.29	6088785.08
316869.62	6088831.67
316887.79	6088819.28
316960.3	6088719.22
316958.09	6088783.2
316778.86	6088800.42
316832.76	6088900.28
316833.63	6088844.15
316899.71	6088903.75
316887.68	6088824.83
316935.84	6088849.11
316997.52	6088758.48
316818.62	6088808.33
316833.37	6088910.5
316820.33	6088782.4
316854.74	6088811.95
316862.8	6088894.12
316863.81	6088844.76
316902.85	6088959.85
316926.93	6088727.86
316781.72	6088802.59
316794.68	6088948
316963.02	6088733.14
317007.93	6088846.03
316971.54	6088949.16
316820.19	6088780.4
316927.07	6088797
316935.99	6088922.24
316941.9	6088841.69
316970.96	6088924.4
316794.4	6088939.34
316927.39	6088817.31
316955.18	6088747.63
316961.31	6088759.41
316994.16	6088766.96
317026.01	6088708.24
317029.63	6088717.85
316779.59	6088831.39
316785.32	6088827.07
316888.37	6088710.21
316926.07	6088770.57
316962.12	6088772.96
316996.61	6088722.62
316775.84	6088814.78
316780.76	6088769.61
316863.79	6088939.64
316800.6	6088961.1
316815.09	6088816.58
316779.5	6088724.42
317008.62	6088870.23
316868.19	6088879.81
316850.68	6088801.33
316856.69	6088792.02
316920.46	6088791.32
317032.05	6088813.78
317030.54	6088753.6
316971.37	6088935.28
316832.6	6088885.52
316831.66	6088860.31
316818.3	6088725.76
316924.63	6088720.38
316928.91	6088822.89
316963.83	6088756.13
316776.14	6088822.23
316813.36	6088820.99
316827.62	6088835.48
316836.27	6088951.07
316849.64	6088758.8
316870.09	6088848.77
316872.4	6088936.6
316892.53	6088787.2
316924.36	6088706.83
316962.05	6088776.29
317036.98	6088758.95
316957.69	6088767.1
317026.48	6088720.45
317014.44	6088861.14
317014.95	6088880.9
316834	6088946.25
316884.97	6088823.55
316927.91	6088760.62
316956.06	6088771.29
317009.77	6088911.87
316812.79	6088728.65
316819.58	6088761.19
316926.82	6088787.23
316965.38	6088827.41
317015.71	6088910.55
317015.96	6088920.54
317033.25	6088745.67
317037.02	6088761.5
316856.19	6088772.25
316795.52	6088853.14
317011.85	6088858.87
316899.92	6088848.82
316920.87	6088802.42
316956.43	6088731.01
316971.16	6088932.5
316892.31	6088762.44
316927.32	6088820.64
316820.47	6088784.51
316903.5	6088838.35
316781.46	6088806.8
317035.71	6088713.98
316848.52	6088804.83
316857.71	6088831.43
316997.18	6088748.49
316812	6088767.14
316857.48	6088820.33
316979.66	6088907.93
317030.58	6088764.92
316886.99	6088791.41
316796.01	6088869.46
317001.06	6088781.08
317008.19	6088855.58
317031.01	6088775.47
316800.41	6088956.77
316818.45	6088731.87
316857.54	6088817.56
316926.32	6088780.56
316781.6	6088808.8
316994.27	6088761.97
316835.52	6088916.32
316886.89	6088782.86
316900.2	6088857.15
317011.22	6088831.45
316784.5	6088786.88
316810.56	6088717.5
316833.49	6088841.92
316835.89	6088933.86
316901.88	6088918
316955.11	6088751.18
316941.76	6088835.03
316993.41	6088732.65
317026.65	6088730.22
316814.71	6088803.81
316958.73	6088805.74
316999.39	6088720.23
316835.85	6088927.2
317027.21	6088751.65
317013.73	6088829.06
316819.86	6088769.63
316976.04	6088862.36
316979.91	6088917.92
316884.54	6088800.35
316934.77	6088865.73
316955.43	6088757.85
316994.04	6088759.52
317015.58	6088908.1
316971.56	6088957.15
316817.59	6088774.24
316826.58	6088886.73
316908.72	6088943.66
316927.25	6088810.54
316975.98	6088856.03
316964.08	6088765.9
316854.47	6088803.07
316883.3	6088749.5
316901.93	6088915.23
316937.01	6088889.86
317036.96	6088764.28
316832.7	6088889.63
316853.63	6088763.88
316854.98	6088724.18
316887.56	6088808.07
316958.79	6088802.64
316963.97	6088762.57
316795.93	6088877.56
316920.89	6088734.17
316942.47	6088858.35
316957.97	6088780.09
316998.84	6088823.09
316795.77	6088863.13
316853.87	6088779.09
316871.02	6088897.06
316904.34	6088868.45
317009.33	6088902.21
317034.98	6088817.17
317032.55	6088824.89
316969.46	6088863.89
316812.3	6088788.34
317032.91	6088735.67
316782.03	6088823.12
317026.62	6088722.79
317014.19	6088851.26
316942.1	6088845.02
316942.98	6088878.11
316956.87	6088753.99
317009.77	6088916.64
317026.31	6088715.57
316820.57	6088792.95
316890.62	6088800.92
316885.96	6088752.55
316899.3	6088834.72
316813.55	6088758.07
