Easting	Northing
316933.46	6088822.65
316945.94	6088857.86
316952.18	6088886.29
316802.58	6088881.8
316810.34	6088951.65
316809.74	6088842.33
316841.82	6088919.55
316863.31	6088824.55
316911.71	6088903.99
316918.82	6088867.52
316936.89	6088743.71
316986.4	6088947.79
316909.52	6088837.15
316811.28	6088905.28
316900.38	6088714.34
316916.08	6088859.14
316897.7	6088756.78
316897.8	6088765.11
316989.78	6088924.56
316976.65	6088787.69
316990.7	6088888.4
316918.23	6088833.99
316920.26	6088930.8
316975.51	6088745.05
316839.17	6088929.26
316838.11	6088883.19
316982.78	6088879.47
316827.43	6088826.6
316900.62	6088711.57
316974.61	6088807.06
316975.55	6088738.61
317012.45	6088780.09
316812.81	6088959.8
316937.12	6088750.26
316982.12	6088863.04
316829.49	6088770.38
316838.35	6088889.3
316873.59	6088837.86
317010.9	6088811.8
316791.77	6088831.75
316838.83	6088910.39
316827.2	6088811.39
316842.24	6088948.08
317004.25	6088807.67
316840.9	6088889.02
316901.86	6088766.86
316912.5	6088945.74
316976.28	6088774.47
316986.01	6088922.15
316807.8	6088848.73
316825.3	6088739.11
316920.7	6088953.89
316949.91	6088903.99
317004.86	6088818
316797.06	6088822.32
316873.65	6088843.85
316877.87	6088904.42
316914.76	6088937.46
316974.75	6088800.52
316822.98	6088741.84
316844.83	6088910.4
316955.3	6088866.93
316831.64	6088771.97
316910.73	6088876.01
316910.67	6088870.46
316941.14	6088803.05
316877.59	6088895.87
316945.72	6088841.54
316932.39	6088714.65
316969.34	6088744.59
317012.2	6088770.1
316802.58	6088886.02
316825.21	6088730.34
316832.47	6088798.18
316833.3	6088828.71
316917.18	6088903.55
316865.9	6088777.78
316861.18	6088727.97
316903.12	6088816.82
317005.07	6088744.99
316826.65	6088798.28
316915.85	6088848.04
316972.17	6088725.78
316988.11	6088859.05
316977.67	6088826.55
316805.34	6088915.7
316878.98	6088952.71
316826.18	6088771.97
316912.08	6088841.08
316936.87	6088740.38
316988.83	6088895.02
316984.07	6088856.42
317012.4	6088782.42
316824.89	6088813.23
316823.26	6088750.17
316827.53	6088831.04
316881.43	6088908.37
316879.49	6088838.42
316948.16	6088949.68
316858.07	6088706.6
317013.56	6088819.51
316831.78	6088778.41
316840.94	6088886.8
317018.13	6088827.37
316822.78	6088729.07
316811.57	6088909.28
316828.77	6088738.74
316838.2	6088887.3
316844.54	6088897.75
316866.92	6088825.74
316865.18	6088755.01
316983.97	6088928.55
316969.28	6088760.9
317005.68	6088754.98
317010.48	6088711.25
317010.61	6088718.46
317011.98	6088762.88
317020.93	6088891.01
316795.35	6088749.93
316844.29	6088878.54
316894.8	6088733.64
316919.89	6088917.81
316955.3	6088853.39
316969.14	6088754.35
316969.25	6088757.68
316808.09	6088861.16
316811.85	6088917.83
316827.34	6088817.94
316833.44	6088830.83
316911.4	6088901.21
317004.14	6088799.45
316865.68	6088774.89
316879.99	6088853.97
316982.72	6088882.8
316983.81	6088846.65
316790.37	6088788.67
316791.16	6088808.1
316809.79	6088844.55
316826.23	6088774.2
316826.09	6088776.3
316938.67	6088799.23
317003.8	6088784.91
317028.06	6088929.44
316905.75	6088816.87
316952.04	6088892.94
316845.87	6088944.05
316826.42	6088787.18
316861.78	6088756.5
316952.9	6088913.27
316826.37	6088789.62
316905.07	6088796.88
317022.32	6088947.97
317026.86	6088889.8
316881.81	6088925.36
316920.91	6088957.23
317018.77	6088849.58
317020.1	6088855.48
317027.86	6088921.45
316990.56	6088885.96
316795.58	6088756.26
316836.82	6088834.78
316823.12	6088743.84
316811.42	6088907.28
316829.34	6088764.16
316864.73	6088732.14
316946.05	6088860.97
316797.22	6088832.31
316823.36	6088758.49
316859.87	6088783.42
317024.64	6088828.94
316864.89	6088737.81
316940.48	6088786.4
316904.95	6088793.77
316985.94	6088925.26
316806.53	6088960.23
316839.26	6088933.59
316841.92	6088928.21
316898.9	6088809.52
316899.41	6088829.17
316985.8	6088918.82
317025.42	6088871.13
316837.74	6088874.53
316918.26	6088939.75
316947.26	6088913.6
317021.97	6088928.99
316920.01	6088920.92
317008.74	6088738.73
316876.14	6088842.02
316938.93	6088808.89
316982	6088859.93
316950.84	6088849.3
316985.16	6088892.5
317012.65	6088792.41
316810.62	6088955.76
316836.95	6088837
316975.77	6088754.93
316911.86	6088834.09
317010.58	6088809.46
316829.33	6088751.4
317013.78	6088826.5
316878.54	6088938.39
316905.18	6088800.22
316873.37	6088834.97
317013.51	6088821.84
317020.23	6088858.04
316803.91	6088860.74
316823.72	6088785.46
316823.02	6088739.62
316841.68	6088917.55
316917.97	6088931.42
317019.54	6088878.78
316950.25	6088913.99
316940.8	6088793.06
316811.75	6088913.61
316838.39	6088891.52
316823.61	6088768.82
316955.41	6088870.26
316973.33	6088758.54
316796.85	6088809.89
316811.81	6088919.83
316839.79	6088952.47
316895.63	6088760.29
316895.06	6088738.98
316910.45	6088867.68
316933.05	6088731.31
317026.33	6088884.46
316827.29	6088820.16
316884.95	6088958.94
316988.25	6088865.71
317026.52	6088920.2
316808.19	6088865.27
316838.53	6088893.74
316898.49	6088798.41
316989.89	6088927.78
316986.51	6088951.12
316823.77	6088783.47
316848.52	6088947.99
316848.43	6088956.64
316895.1	6088741.64
316884.43	6088948.38
316914.12	6088910.81
316949.67	6088884.24
316940.38	6088773.41
316990.48	6088881.18
317013.61	6088816.85
316810.65	6088878.08
316880.37	6088871.18
316876.93	6088870.33
316982.46	6088872.81
316803.77	6088849.98
316838.78	6088912.5
316877.49	6088887.32
316990.1	6088930.89
317027.98	6088924.11
316824.09	6088789.69
316876.74	6088861.67
316918.01	6088934.2
316941.43	6088819.82
317021.56	6088917.99
316810.48	6088953.65
316823.85	6088774.92
317024.85	6088841.15
316826.78	6088800.51
316804.92	6088905.15
316809.89	6088848.66
316860.65	6088811.96
316884.29	6088937.62
316946.38	6088880.84
316950.65	6088835.98
316972.5	6088732.23
316970.09	6088783.78
317025.68	6088845.28
317026.45	6088874.15
316801.95	6088849.94
316884.9	6088961.49
316912.73	6088867.51
316913.68	6088887.5
317019.59	6088835.83
317028.04	6088934.77
316811.04	6088890.63
316828.25	6088719.53
316904.47	6088768.02
316939.88	6088753.2
317020.82	6088882.91
316804.72	6088888.28
316846.42	6088885.8
316831.02	6088824.67
316832.52	6088800.29
316876.08	6088844.79
316955.9	6088900.01
316990.87	6088893.18
317018.51	6088839.69
317025.73	6088878.57
316829.04	6088743.07
316839.46	6088834.61
317004.71	6088718.12
317028.12	6088939.99
316860.37	6088794.86
316912.43	6088940.19
316803.39	6088832.99
316804.91	6088901.05
316844.15	6088872.44
316948.79	6088860.69
316865.34	6088760.56
316865.12	6088757.79
316878.66	6088932.84
316912.12	6088928.75
316897.53	6088742.91
316838.84	6088923.04
316831.21	6088748.11
316875.18	6088911.69
316918.64	6088854.2
316952.47	6088903.16
317024.63	6088833.94
316812.29	6088945.03
316829.92	6088780.6
316839.55	6088843.49
316863.98	6088706.72
316896.04	6088784.94
316947.77	6088933.03
316949.56	6088880.91
316941.26	6088828.14
316987.85	6088849.28
317006.28	6088774.75
317010.57	6088716.02
316947.19	6088903.61
316949.22	6088870.69
316795.09	6088726.62
316847.99	6088933.88
316956.85	6088920.45
316982.32	6088866.37
316839.03	6088927.04
317004.29	6088805.78
316838.97	6088916.72
316903.08	6088814.04
316911.87	6088909.55
317026.14	6088902.99
316802.69	6088898.56
317019.42	6088830.84
316858.76	6088726.47
316847.45	6088911.12
316881.88	6088930.91
316898.55	6088795.64
316989.15	6088901.69
316986.43	6088941.58
317010.38	6088797.03
317026.45	6088910.32
317004.59	6088710.57
316802	6088856.26
316847.05	6088899.68
316859.1	6088740.69
316869.46	6088826.01
316878.44	6088930.06
316977.42	6088816.66
316826.65	6088793.85
316832.93	6088811.17
316864.77	6088735.03
316918.59	6088860.86
316969.2	6088738.15
316789.2	6088739.26
316972.12	6088719.35
316981.67	6088840.5
317009.89	6088785.03
317004.66	6088720.56
316795.95	6088764.7
316824.56	6088806.79
316874.78	6088886.38
316877.37	6088884.43
316916.65	6088875.8
316896.91	6088715.15
316904.93	6088790.44
316953.36	6088926.59
316809.51	6088836.22
316839.27	6088937.81
316879.1	6088955.6
316950.95	6088852.64
317006.69	6088799.5
317006.64	6088802.17
316829.68	6088778.59
316840.71	6088875.92
316898.61	6088801.19
317024.84	6088846.37
316916.77	6088892.45
316916.36	6088867.47
316947.33	6088923.36
316940.68	6088789.73
317021.34	6088901.78
316803.49	6088836.99
316894.86	6088730.87
316915.13	6088950.78
316937.32	6088753.6
317010.85	6088814.24
316968.13	6088804.16
316936.11	6088710.62
316949.72	6088890.9
316952.33	6088896.5
316827.57	6088828.82
316860.15	6088791.97
316874.14	6088877.71
316895.39	6088749.75
317008.07	6088709.31
316803.63	6088843.54
316829.25	6088759.83
316883.59	6088900.65
316845.98	6088952.15
316840.25	6088867.14
316950.61	6088829.1
316950.79	6088842.65
317021.45	6088909.89
316809.75	6088846.55
316810.76	6088886.41
316839.36	6088942.03
316877.21	6088878.88
316896.5	6088793.38
316898.74	6088803.97
316826.41	6088782.97
316920.51	6088940.79
316802.1	6088864.7
316823.64	6088762.71
316941.07	6088806.38
316981.23	6088830.61
316802.53	6088883.8
316796.33	6088777.47
316848.74	6088959.64
316880.25	6088868.18
316983.28	6088908.89
316812.57	6088949.25
316947.45	6088926.69
317026.49	6088876.7
316966.56	6088760.4
316878.19	6088924.4
316904.18	6088773.56
316824.94	6088815.23
316822.69	6088724.74
316830.21	6088797.47
316837.96	6088876.75
316881.71	6088916.81
316915.06	6088940.79
316832.28	6088785.08
316940.54	6088783.18
316881.99	6088849.57
316974.76	6088813.5
316920.28	6088934.13
316833.35	6088822.06
316877.65	6088893.09
316912.66	6088870.83
316988.62	6088878.7
316976.44	6088784.35
316822.64	6088722.74
316828.49	6088730.07
316831.26	6088750.33
316874.93	6088906.02
316933.41	6088744.64
316977.21	6088813.55
317019.75	6088850.71
317027.15	6088898.02
316839.46	6088839.05
316874.48	6088883.37
316879.52	6088845.64
316912.22	6088937.3
316911.83	6088830.87
316911.97	6088837.53
316912.66	6088857.52
316983.64	6088922.1
317006.52	6088794.51
317028	6088932.22
316802.73	6088896.56
316802.45	6088892.34
316839.55	6088946.14
316839.32	6088944.14
316839.12	6088931.48
316912.09	6088934.52
316918.52	6088953.85
317024.76	6088836.49
316919.46	6088880.96
316941	6088796.39
316822.88	6088737.51
316828.91	6088740.85
316839.5	6088836.83
316989.53	6088914.57
317010.15	6088794.8
316824.61	6088804.57
317021.51	6088907.11
316796.24	6088773.25
316810.71	6088884.3
316910.95	6088879.01
316898.68	6088806.74
316905.61	6088823.75
316809.6	6088840.33
316843.42	6088841.13
316859.65	6088772.1
316894.59	6088717.33
316897.76	6088753.9
317028.34	6088942.54
317020.98	6088888.24
316811.18	6088896.96
316832.24	6088787.08
317025.9	6088860.93
316865.05	6088752.13
317020.9	6088945.94
316794.77	6088720.29
316831.16	6088831.11
316895.4	6088744.42
316909.78	6088842.7
316971.8	6088712.68
316876.06	6088948.55
316796.29	6088779.58
316825.03	6088819.67
316812.62	6088951.36
316845.65	6088834.18
316880.47	6088879.61
316909.94	6088848.03
316946.42	6088874.29
316976.7	6088794.12
316981.99	6088846.94
317020.86	6088885.46
316803.76	6088845.76
316843.28	6088838.91
316830.98	6088737.34
316845.77	6088837.18
316861.56	6088745.17
316909.65	6088839.92
316985.09	6088895.61
316807.9	6088857.05
316837.82	6088870.42
316866.75	6088726.97
316992.45	6088949.8
317009.82	6088775.15
316873.77	6088846.63
316911.48	6088892.89
316905.52	6088810.21
316914.74	6088934.02
316989.66	6088921.23
316975.45	6088748.27
316976.76	6088790.8
316905.32	6088806.88
316946.31	6088884.17
316970.23	6088790.33
316968.25	6088806.94
316829.21	6088761.94
316830.47	6088722.13
316989.41	6088911.46
316876.36	6088853.34
316894.75	6088736.42
316808.04	6088858.94
316812.14	6088938.92
316830.61	6088724.35
316874.27	6088880.48
316955.6	6088883.25
316808.44	6088875.37
316795.49	6088751.93
316825.4	6088743.55
316846.03	6088851.39
316947.89	6088936.36
316879.86	6088851.3
317007.21	6088814.16
317022.08	6088937.31
316795.63	6088758.26
316904	6088759.91
316988.36	6088869.04
317019.55	6088833.5
316869.59	6088828.79
316903.31	6088825.03
316795.9	6088762.7
316831.4	6088752.33
316831.69	6088773.97
316831.83	6088776.2
316904.42	6088770.79
316990.43	6088950.54
316976.91	6088797.23
316823.75	6088770.82
316865.43	6088769.33
317020.8	6088874.7
316810.23	6088867.53
316827.43	6088822.38
316881.94	6088928.14
317009.86	6088777.6
317012.96	6088799.85
316796.44	6088785.8
316804.96	6088903.04
317025.66	6088837.29
316916.49	6088870.02
316947.14	6088910.26
316956.81	6088926.88
316824.57	6088811
316847.43	6088916.67
316875.72	6088934.33
316950.72	6088845.97
316975.01	6088823.27
316804.16	6088875.51
316859.93	6088780.65
316919.96	6088927.47
316824.61	6088808.79
316812.57	6088953.58
316904.99	6088787.45
316912.36	6088854.4
316981.43	6088833.95
316990.24	6088937.55
316812.58	6088962.01
316984	6088931.65
317020.09	6088900.98
316830.88	6088822.56
316915.07	6088944.35
317012.88	6088794.86
316830.45	6088808.02
316859.26	6088746.46
316866.98	6088822.74
316865.46	6088763.56
316915.75	6088839.71
316795.02	6088739.05
316823.7	6088773.03
316866.4	6088797.65
316801.86	6088854.15
316844.15	6088876.54
316875.24	6088908.8
316973.99	6088784.3
317021.93	6088939.86
316824.89	6088817.45
316984.78	6088879.4
316823.81	6088776.92
316866.24	6088792.1
316811.09	6088892.63
316840.85	6088878.14
316914.44	6088930.68
316841.18	6088897.68
317026.11	6088890.78
316801.81	6088843.61
316838.83	6088914.5
316878.49	6088941.16
316974.31	6088790.75
316990.22	6088934.22
317025.68	6088880.9
316804.58	6088886.06
316822.64	6088726.96
317026.53	6088915.21
317025.35	6088861.36
316826.74	6088802.73
316918.89	6088864.19
316791.21	6088818.87
316895.46	6088754.96
316910.83	6088884.56
316916.78	6088878.57
316809.45	6088834.22
316904.3	6088776.34
316956.97	6088936.87
316804.06	6088867.18
316884.49	6088945.72
316915.17	6088957.44
316790	6088775.9
316896.72	6088796.05
316917.21	6088906.44
317018.62	6088834.7
316843.77	6088859.67
316845.97	6088854.16
316905.78	6088820.2
316939.04	6088812.44
316983.35	6088918.77
316981.79	6088856.59
316823.5	6088760.71
316829.09	6088745.07
316824.75	6088721.68
316900.79	6088725.44
316919.45	6088908.15
316946.61	6088887.5
316949.35	6088877.57
317026.99	6088892.47
316824.93	6088726.12
316859.26	6088755.11
316879.65	6088848.52
316949.24	6088874.02
316952.65	6088916.59
316860.59	6088806.19
316830.01	6088784.81
316826.05	6088769.75
316832.8	6088808.95
316846.83	6088896.9
316883.88	6088908.53
316802.14	6088858.49
316843.23	6088832.69
317021.06	6088893.57
316864.38	6088718.27
316875.4	6088923.23
316859.42	6088760.67
316884.87	6088953.72
316911.87	6088923.2
316905.14	6088784.57
316920.22	6088937.46
316984.32	6088938.21
316894.92	6088728.1
316811.33	6088903.06
316866.3	6088789.1
316875.68	6088931.56
316983.85	6088925.21
317019.61	6088888.77
317026.03	6088850.39
316904.92	6088781.79
316989.27	6088905.02
316810.03	6088855.1
316810.22	6088863.42
316830.07	6088795.36
316845.92	6088946.05
316840.39	6088869.36
316894.63	6088719.99
316949.74	6088894.23
316971.46	6088828.2
317008.44	6088731.52
316876.42	6088850.57
316918.49	6088950.85
316952.11	6088889.61
316796.39	6088783.58
316804.78	6088898.82
316822.68	6088720.75
316810.8	6088880.08
316873.25	6088832.3
316877.97	6088912.85
316832.75	6088806.95
316864.54	6088723.82
316952.4	6088906.49
316953.62	6088949.79
317020.32	6088862.92
316807.36	6088838.62
317026.25	6088866.15
316796.74	6088802.34
316840.8	6088880.36
316910.51	6088864.91
316913.05	6088874.17
317025.52	6088834.84
316826.28	6088780.74
316839.6	6088841.27
316802.1	6088860.48
316847.93	6088936.65
316948.14	6088946.35
316822.72	6088718.53
316861.5	6088747.95
316950.77	6088839.32
317026.19	6088900.33
316795.77	6088760.48
316826.37	6088784.96
316914.51	6088927.47
316918.84	6088870.85
316832.61	6088804.73
316884.66	6088950.94
316807.51	6088844.72
316828.32	6088711.54
316864.84	6088749.12
316875.21	6088914.68
316912.61	6088850.86
316808.33	6088867.27
316807.51	6088840.62
316811.37	6088900.95
316881.59	6088914.04
316947.56	6088929.8
316952.36	6088899.83
316984.46	6088872.85
316831.07	6088826.89
316914.37	6088920.81
316984.26	6088869.52
316808.38	6088869.27
316796.2	6088775.25
316828.29	6088717.53
316843.57	6088847.23
317025.76	6088885.78
316858.47	6088717.92
316882.03	6088936.79
316991.09	6088895.62
316801.76	6088845.72
316881.33	6088899.83
316897.31	6088820.47
316898.5	6088784.43
316796.91	6088807.33
316983.34	6088905.78
316829.63	6088772.49
316884.31	6088932.29
316865.49	6088766.34
316905.21	6088803.54
317019.54	6088838.49
316831.17	6088741.56
316839.97	6088858.48
316841.04	6088891.02
316841.54	6088915.33
316983.37	6088836.98
316860.56	6088803.19
316845.75	6088842.73
316912.17	6088925.98
316949.98	6088900.67
316989.41	6088839.55
317018.64	6088847.13
316802.15	6088862.7
316796.05	6088769.03
316837.58	6088864.2
316830.84	6088735.12
316881.36	6088902.6
316952.52	6088909.6
316858.85	6088735.13
317006.38	6088792.17
316829.98	6088791.14
316839.69	6088845.49
316895.57	6088763.07
316981.69	6088843.83
316844.39	6088882.76
316827.39	6088824.38
316977.63	6088820
316824.88	6088715.35
316841.5	6088913.11
316858.88	6088729.25
316894.75	6088722.77
317009.69	6088772.82
316822.4	6088716.41
316876.99	6088867.33
316896.84	6088798.82
316903.58	6088749.14
316918.2	6088830.66
316953.73	6088953.12
316833.35	6088826.5
316877.71	6088898.86
316911.18	6088889.89
316970.74	6088809.87
316802.77	6088894.57
316846.55	6088888.58
316896.34	6088787.83
316910.38	6088862.13
316912.79	6088864.18
317026.03	6088863.6
316903.35	6088827.81
316843.32	6088836.91
316955.47	6088890.01
316968.5	6088718.5
317026.16	6088893.12
316791.49	6088823.09
316822.21	6088712.19
316883.81	6088916.52
316914.58	6088924.14
317026.4	6088912.76
317009.85	6088787.36
316896.37	6088790.6
316915.79	6088850.81
316915.2	6088960.77
316920.59	6088950.56
316929.68	6088718.04
316950.23	6088910.66
316950.11	6088907.33
317025.58	6088832.29
316811.7	6088915.83
316844.25	6088880.76
316967.78	6088798.71
316795.23	6088728.84
316878.88	6088944.16
316883.33	6088895.21
316917.33	6088909.21
317025.63	6088883.34
317019.85	6088845.71
316823.6	6088764.71
316837.78	6088872.53
316873.93	6088852.18
316903.24	6088819.6
316974.1	6088787.63
316989.28	6088837.1
317021.09	6088896.34
316830.17	6088799.69
316843.63	6088857.67
316830.7	6088728.68
316947.21	6088906.94
316796.87	6088804.67
316828.53	6088723.75
316920.65	6088947.46
317021.26	6088950.72
316829.05	6088747.29
316837.54	6088862.09
316916.29	6088862.03
316983.24	6088830.32
316824.28	6088798.24
316881.55	6088911.26
316866.59	6088721.42
316878.83	6088946.94
316879.26	6088961.15
316947.4	6088920.03
317021.29	6088904.56
316846.16	6088862.82
316874.73	6088889.15
316883.76	6088905.76
316915.78	6088842.49
316976.92	6088810.22
317019.74	6088890.99
316881.93	6088838.8
316883.89	6088921.74
316909.81	6088845.25
317010.33	6088799.47
316810.18	6088865.42
316828.63	6088732.3
317007.34	6088821.38
316830.02	6088788.92
316877.09	6088875.88
316911.65	6088906.88
316878.28	6088915.85
316897.08	6088809.7
317020.69	6088880.13
316810.52	6088875.86
316946.12	6088870.96
316881.95	6088846.79
316830.5	6088810.24
316838.98	6088925.04
316881.65	6088919.81
316881.64	6088830.7
316956.99	6088940.2
316953.59	6088946.46
316875.55	6088830.68
316895.7	6088765.62
316839.7	6088948.14
316843.52	6088849.34
316912.29	6088844.19
316866.95	6088828.73
316861.41	6088739.29
316974.24	6088794.07
316801.9	6088847.94
316810.37	6088869.53
316859.52	6088769.32
316883.96	6088927.07
316983.26	6088833.65
316919.77	6088914.48
316989.2	6088832.33
317013.18	6088802.3
316809.98	6088852.88
316841.22	6088895.46
316988.06	6088852.61
316859.13	6088743.68
316845.88	6088845.51
316882.16	6088939.57
316804.15	6088871.29
316804.2	6088873.29
316830.56	6088726.45
316845.92	6088865.81
316861.46	6088736.52
316903.88	6088757.13
316841.27	6088893.24
316858.98	6088737.91
316849.14	6088962.42
316972.71	6088735.45
316984.99	6088882.51
316802.21	6088877.46
316804.2	6088869.18
316831.03	6088739.34
316839.74	6088847.71
316861.16	6088733.51
316804.44	6088879.73
317025.6	6088839.84
316796.19	6088771.03
316796.39	6088787.9
316810.51	6088871.53
316812.01	6088936.7
316973.4	6088768.2
316904.52	6088779.01
316864.22	6088712.49
316881.88	6088841.36
316791.36	6088820.87
316803.53	6088834.99
316903.84	6088754.36
316989.33	6088834.66
317024.99	6088838.72
316873.81	6088849.4
316984.67	6088876.18
317025.27	6088856.37
316830.22	6088801.69
316876.58	6088856.12
316948.09	6088939.69
316920.54	6088944.12
316940.43	6088779.85
316859.77	6088774.88
316846.09	6088857.16
316804.72	6088892.5
316804.86	6088894.61
316840.25	6088862.92
316981.73	6088837.17
316915.24	6088954.11
316808.52	6088871.38
316836.97	6088845.1
316843.67	6088851.34
316973.85	6088777.75
316795.34	6088745.71
316811.32	6088898.96
316899.03	6088812.3
316956.24	6088910
317028.11	6088926.67
316909.55	6088831.6
316843.47	6088843.24
316859.49	6088766.44
316859.14	6088752.34
316866.79	6088814.3
316882	6088933.91
316976.98	6088807.11
316836.91	6088839
316864.1	6088709.71
316903.53	6088751.8
316825.31	6088828.44
316858.41	6088712.15
316876.68	6088864.55
316973.55	6088774.64
316983.77	6088853.08
316807.65	6088846.95
316879.31	6088842.86
316882.69	6088868.56
316953.66	6088956.45
316831.2	6088829.12
316846.02	6088950.15
316918.09	6088840.65
317009.68	6088782.36
316790.33	6088790.67
316895.93	6088776.61
317018.5	6088844.69
316795.39	6088743.49
316858.82	6088732.13
316913.76	6088897.38
316859.21	6088757.89
316874.83	6088897.47
316879.36	6088840.42
316983.14	6088915.43
316895.33	6088752.3
316830.71	6088732.89
316840.2	6088856.27
316981.92	6088850.27
316882.82	6088884.87
317012.83	6088797.3
316864.96	6088743.58
316822.97	6088733.29
316947.46	6088916.93
316880.21	6088865.4
316910.35	6088859.36
316843.67	6088855.56
316846.13	6088868.59
316932.41	6088717.98
316840.99	6088884.58
316912.41	6088847.52
316828.28	6088713.42
316861.12	6088820.4
316910.09	6088853.8
316840.62	6088871.59
316861.1	6088825.95
316875.17	6088903.25
316914.01	6088907.37
316957.04	6088933.55
316837.26	6088857.87
316897.15	6088815.25
316939.18	6088818.88
316970.69	6088803.43
316977.47	6088823.21
316830.05	6088782.82
316881.92	6088942.34
316860.78	6088814.74
316896	6088782.16
316946.86	6088897.27
316824.33	6088800.46
316795.25	6088741.27
316859.38	6088749.35
316904.22	6088762.47
317004.67	6088715.57
316823.76	6088779.14
316828.33	6088715.42
316839.87	6088849.93
316840.76	6088882.58
316880.52	6088876.84
316956.22	6088906.9
316983.52	6088843.31
316880.81	6088885.39
316866.53	6088800.43
316884.73	6088956.16
316970.37	6088796.77
316976.96	6088803.78
316796.25	6088781.58
316804.3	6088877.51
317010.8	6088816.68
317022.14	6088934.32
316914.26	6088917.36
316970.11	6088787
316804.82	6088896.6
316822.07	6088710.19
316859.55	6088763.67
316847.77	6088930.99
316823.56	6088766.82
316878	6088907.19
316939.06	6088815.77
316824.47	6088802.46
316846.49	6088958.49
316877.15	6088881.65
316913.16	6088877.5
317006.74	6088796.95
316796.72	6088789.57
316825.17	6088821.89
317026.11	6088895.56
316824.33	6088796.02
316878.32	6088927.17
317022.1	6088931.76
316895.83	6088768.4
316975.49	6088741.72
317009.72	6088780.15
316881.83	6088844.13
316952.59	6088919.81
317019.47	6088828.28
316837.21	6088855.65
316956.87	6088923.78
316846.36	6088879.92
317004.1	6088801.56
316878.6	6088935.61
316894.88	6088725.54
317006.77	6088804.39
316838.87	6088908.17
316905.82	6088826.86
316822.92	6088731.29
316990.43	6088883.51
316810.17	6088857.1
316940.31	6088776.52
316878.16	6088921.62
316804.44	6088884.06
316837.11	6088851.54
316882.54	6088862.9
316859.8	6088777.87
316913.3	6088884.16
316918.13	6088936.97
317021.22	6088899.12
316953.16	6088923.15
316973.47	6088764.98
316912.6	6088954.06
316953.29	6088929.92
316829.97	6088786.92
316939.17	6088716.46
316953.48	6088943.13
317019.81	6088843.27
316802.24	6088866.81
316897.07	6088720.71
316970.85	6088813.09
316875.84	6088937.22
316897.44	6088823.25
316895.59	6088757.74
316984.11	6088934.98
316828.71	6088728.08
316881.77	6088833.25
316946.37	6088867.64
316839.83	6088852.15
316897.02	6088812.48
316983.49	6088840.09
316825.12	6088824.11
316947.07	6088900.39
316955.96	6088896.9
316838.77	6088904.18
316860.43	6088800.41
316946.75	6088893.94
316913.36	6088880.84
316840.06	6088854.26
316866.86	6088819.97
316948.21	6088943.02
316846.22	6088859.94
316807.56	6088842.62
316988.04	6088862.38
316977.02	6088800.57
316804.77	6088890.28
316845.81	6088839.96
316882.64	6088871.22
316810.85	6088882.08
316884.02	6088924.29
316896.92	6088804.15
316981.86	6088853.38
316796.79	6088799.67
316861.15	6088823.18
316836.77	6088832.89
317006.91	6088806.72
317021.85	6088926.21
316802.29	6088873.25
316984.37	6088944.64
316840.21	6088864.92
316973.35	6088761.87
316875.45	6088920.46
316804.48	6088881.84
316837.58	6088859.87
316882.87	6088882.1
316918.38	6088844.21
316883.46	6088897.87
316912.44	6088948.51
316983.75	6088849.97
316840.57	6088873.7
316939.04	6088723.11
316912.68	6088860.85
317025.98	6088888.34
316858.19	6088709.37
316879.23	6088958.38
316895.88	6088779.39
316822.17	6088714.41
316803.96	6088862.74
316837.25	6088853.65
316895.77	6088771.17
316910.89	6088881.78
316830.66	6088730.67
316919.14	6088874.29
317027.28	6088900.35
316795.44	6088754.04
316831.12	6088743.78
316861	6088817.52
316846.58	6088891.35
316968.62	6088721.61
316970.67	6088799.88
316803.92	6088864.96
316881.09	6088893.94
316837.54	6088866.2
316864.5	6088721.04
316802.2	6088869.03
316858.53	6088715.15
316880.41	6088882.61
316882.75	6088879.32
316946.63	6088890.83
316972.01	6088716.13
317013.57	6088814.29
316882.38	6088950.89
316989.43	6088829.67
316846.08	6088871.37
316824.23	6088791.91
317007.13	6088809.17
316860.84	6088722.41
316837.05	6088841
316877.94	6088910.08
316919.56	6088911.37
316884	6088929.62
316919.16	6088877.62
316881.21	6088896.83
316883.63	6088903.2
316903.19	6088822.37
316825.17	6088826.33
316913.87	6088900.71
317013.31	6088804.85
316896.95	6088806.93
317007.51	6088826.15
316990.41	6088947.21
316828.57	6088725.97
316955.39	6088893.56
316932.34	6088721.31
316831.08	6088745.89
317025.54	6088829.52
316973.61	6088771.53
316877.52	6088890.32
316794.58	6088716.07
316882.86	6088874
316810.13	6088859.2
316810.09	6088861.2
316864.26	6088715.27
316911.14	6088887.34
316866.73	6088817.19
316896.79	6088801.6
316918.53	6088850.65
316866.56	6088803.2
316883.29	6088892.65
316861.04	6088828.95
316840.11	6088860.7
316864.66	6088726.59
316918.66	6088857.53
316881.31	6088905.37
316825.44	6088830.66
316882.71	6088876.77
316843.33	6088845.23
316836.98	6088849.32
316883.92	6088911.31
316843.62	6088853.56
316830.46	6088717.91
316838.73	6088906.17
316953.36	6088939.8
316866.69	6088805.98
316919.7	6088904.82
316918.36	6088948.3
316953.04	6088933.13
316837.01	6088843.11
317007.47	6088823.82
316795.39	6088747.71
316826.51	6088791.62
316802.15	6088871.25
316880.75	6088888.16
316837.2	6088847.33
316864.89	6088746.57
316897.47	6088826.03
316918.32	6088847.53
316860.49	6088797.64
316968	6088801.38
